BX = 000 Event : 1
0x00 0000000|1011010|10000010110001|0000|1000 0x016A0B108
0x01 0000001|1110000|10010111110101|1011|0011 0x03C25F5B3
0x02 0000000|1110000|10011111101011|1111|0000 0x01C27EBF0
0x03 0000000|1110000|10101111111000|0101|0010 0x01C2BF852
0x04 0000011|0001111|10011011001010|0001|1010 0x063E6CA1A
0x05 0000010|0001111|10011110001010|0011|1001 0x043E78A39
0x06 0000011|0100101|10101011100100|1100|0000 0x0696AE4C0
0x07 0000101|1110000|10010100011011|1011|1010 0x0BC251BBA
0x08 0000100|1110000|10010100110011|1100|0011 0x09C2533C3
0x09 0000111|0100101|10000101000000|0101|0011 0x0E9614053
0x0a 0000111|0001111|10001101100001|1101|1000 0x0E3E361D8
0x0b 0000110|0100101|10110010001011|0100|1010 0x0C96C8B4A
0x0c 0000111|0001111|10111110101001|1110|1001 0x0E3EFA9E9
0x0d 0001001|1011010|10001001110010|0100|0011 0x136A27243
0x0e 010101110010|1011100|10001001101100|100 0x572B91364
0x0f 010101110111|1101110|10101011111100|101 0x577DD57E5
0x10 010110100111|0100011|10010010010110|110 0x5A74724B6
0x11 010110001010|0100011|10001001000000|100 0x58A471204
0x12 011000000010|0010001|10011001100110|010 0x602233332
0x13 010111010111|0010001|10010011111000|010 0x5D72327C2
0x14 010110100000|0010001|10010010110000|110 0x5A0232586
0x15 010110011011|0010001|10010010111100|010 0x59B2325E2
0x16 011001001100|1101110|10000101000101|001 0x64CDD0A29
0x17 011011001010|0100011|10001111110000|010 0x6CA471F82
0x18 011100110011|0010001|10111110011000|110 0x733237CC6
0x19 011101111011|1011100|10000111111101|001 0x77BB90FE9
0x1a 011100011111|1011100|10010110010011|010 0x71FB92C9A
0x1b 011110010000|1101110|10110101101010|110 0x790DD6B56
0x1c 011110010100|1101110|10111111011001|101 0x794DD7ECD
0x1d 011101110111|1101110|10011010011001|110 0x777DD34CE
0x1e 011100101111|1101110|10011101111100|100 0x72FDD3BE4
0x1f 011100100101|1101110|10111110111110|110 0x725DD7DF6
0x20 100001010110|0100011|10001100111101|000 0x8564719E8
0x21 100001010111|0100011|10001101010111|000 0x857471AB8
0x22 100001001000|0100011|10001101001111|110 0x848471A7E
0x23 100001001011|0010001|10001101000011|001 0x84B231A19
0x24 100001001011|0010001|10001100111101|100 0x84B2319EC
0x25 011111010011|0100011|10111111011011|110 0x7D3477EDE
0x26 0000000|0100110|10101001101010|0010|0011 0x009AA6A23
0x27 0000011|1110001|10000110101011|0110|0011 0x07C61AB63
0x28 0000011|1110001|10001000100001|0111|0011 0x07C622173
0x29 0000011|1110001|10110011011111|0000|0010 0x07C6CDF02
0x2a 0000111|1110001|10000001010011|0011|0000 0x0FC605330
0x2b 0000111|1110001|10000111100001|0111|1010 0x0FC61E17A
0x2c 0000111|1011011|10011110001000|0111|0010 0x0F6E78872
0x2d 0000111|1011011|10010110010111|0001|1011 0x0F6E5971B
0x2e 0000111|1011011|10001000110000|1001|1011 0x0F6E2309B
0x2f 0000111|1110001|10101001010101|1111|1010 0x0FC6A55FA
0x30 0000110|1110001|10100001000001|1010|1011 0x0DC6841AB
0x31 0000110|1110001|10100110010000|1110|0011 0x0DC6990E3
0x32 0000110|1110001|10110101011100|0110|0000 0x0DC6D5C60
0x33 0001000|0010000|10000111110100|0011|1001 0x10421F439
0x34 0001001|0010000|10101110100110|0000|0011 0x1242BA603
0x35 010110110101|1101111|10010000010100|010 0x5B5DF20A2
0x36 010110110000|1101111|10010000011011|011 0x5B0DF20DB
0x37 010110011100|1101111|10010000101111|010 0x59CDF217A
0x38 010110011000|1101111|10010001010100|110 0x598DF22A6
0x39 010111101011|1011101|10100001100101|000 0x5EBBB4328
0x3a 010110110101|1011101|10011110100110|001 0x5B5BB3D31
0x3b 011000000111|0010010|10111010001010|010 0x607257452
0x3c 011100000101|1101111|10010110010100|000 0x705DF2CA0
0x3d 011011111001|1101111|10001000111100|101 0x6F9DF11E5
0x3e 011011011010|1101111|10001011100001|011 0x6DADF170B
0x3f 011010110110|1101111|10101010010100|010 0x6B6DF54A2
0x40 011011000010|1011101|10101010100110|001 0x6C2BB5531
0x41 011010110110|1011101|10101110011011|100 0x6B6BB5CDC
0x42 011110000000|0010010|10000010011000|110 0x7802504C6
0x43 100000010001|1101111|10000101000000|011 0x811DF0A03
0x44 100001010011|1011101|10010000100001|000 0x853BB2108
0x45 011111010101|1011101|10010011010101|110 0x7D5BB26AE
0x46 011111001001|1011101|10100001010100|011 0x7C9BB42A3
0x47 100000101001|1101111|10111100000100|011 0x829DF7823
BX = 001 Event : 2
0x00 0000001|1011010|10001100011001|0011|1000 0x036A31938
0x01 0000000|1011010|10001011010110|0010|1010 0x016A2D62A
0x02 0000000|1011010|10000110111011|0000|1010 0x016A1BB0A
0x03 0000001|1110000|10011101001011|1101|1010 0x03C274BDA
0x04 0000001|1110000|10101001110111|0010|1010 0x03C2A772A
0x05 0000001|1110000|10101100001000|0011|1010 0x03C2B083A
0x06 0000000|1110000|10100010011001|0000|0010 0x01C289902
0x07 0000000|1011010|10110010100101|1010|0011 0x016ACA5A3
0x08 0000011|0001111|10011101110001|0011|1001 0x063E77139
0x09 0000011|0001111|10010111111001|0000|0010 0x063E5F902
0x0a 0000011|0001111|10010111101110|0000|1010 0x063E5EE0A
0x0b 0000010|0001111|10001100011001|1011|0011 0x043E319B3
0x0c 0000010|0100101|10101001011010|1011|1001 0x0496A5AB9
0x0d 0000111|0100101|10000100101011|0101|0001 0x0E9612B51
0x0e 0000110|0100101|10110101110010|0110|1010 0x0C96D726A
0x0f 0000110|0001111|10110110100111|1001|1011 0x0C3EDA79B
0x10 0001001|1110000|10001111011001|1010|0001 0x13C23D9A1
0x11 010111111000|0100011|10010010110000|000 0x5F8472580
0x12 011000100000|0010001|10111001000100|000 0x620237220
0x13 011000011101|0010001|10111110110010|010 0x61D237D92
0x14 010111111011|0010001|10010010010010|010 0x5FB232492
0x15 010111001000|0010001|10101100001101|101 0x5C823586D
0x16 010111000101|0010001|10011001110101|100 0x5C52333AC
0x17 010110110100|0010001|10110010100001|001 0x5B4236509
0x18 010110110101|0010001|10011111010000|010 0x5B5233E82
0x19 011000010000|1101110|10000011010001|101 0x610DD068D
0x1a 011010001101|1011100|10011101001100|001 0x68DB93A61
0x1b 011010000001|1011100|10111100100001|000 0x681B97908
0x1c 011001000000|1011100|10100101011010|010 0x640B94AD2
0x1d 011000110011|1011100|10011101001001|000 0x633B93A48
0x1e 011000100001|1011100|10011000100010|010 0x621B93112
0x1f 011000100001|1011100|10011000010110|101 0x621B930B5
0x20 011000001100|1011100|10111001010100|000 0x60CB972A0
0x21 011000001001|1011100|10111101111100|001 0x609B97BE1
0x22 011100011101|0100011|10100101111110|011 0x71D474BF3
0x23 011011001010|0100011|10011011101100|010 0x6CA473762
0x24 011011000000|0100011|10011110001110|011 0x6C0473C73
0x25 011010100010|0100011|10011110101110|001 0x6A2473D71
0x26 011101111010|1101110|10111111001010|010 0x77ADD7E52
0x27 011100100001|1101110|10101001001100|010 0x721DD5262
0x28 100000011111|0010001|10100010100011|000 0x81F234518
0x29 0000001|0100110|10110010101100|0111|0011 0x029ACAC73
0x2a 0000000|0100110|10010101101100|1010|1011 0x009A56CAB
0x2b 0000011|1110001|10000011000111|0100|1010 0x07C60C74A
0x2c 0000010|1110001|10000011011010|0100|1011 0x05C60DA4B
0x2d 0000010|1110001|10000100110010|0100|0011 0x05C613243
0x2e 0000010|1011011|10011110010100|0011|0011 0x056E79433
0x2f 0000011|1110001|10100110100101|1001|1011 0x07C69A59B
0x30 0000010|1110001|10110001111001|1111|1011 0x05C6C79FB
0x31 0000010|1110001|10110010000101|1111|1000 0x05C6C85F8
0x32 0000010|1110001|10110010100010|0000|0000 0x05C6CA200
0x33 0000100|0010000|10000000111000|1111|1011 0x0842038FB
0x34 0000101|0100110|10101001101100|0111|0000 0x0A9AA6C70
0x35 0000101|0010000|10101010001001|1010|0001 0x0A42A89A1
0x36 0000110|1110001|10110001011010|0100|1011 0x0DC6C5A4B
0x37 0001001|0100110|10111000001110|1001|1011 0x129AE0E9B
0x38 011000001111|1101111|10000011100111|010 0x60FDF073A
0x39 011000011000|1011101|10110010000010|010 0x618BB6412
0x3a 011000010100|1011101|10010010011111|010 0x614BB24FA
0x3b 011000001101|1011101|10111011100111|110 0x60DBB773E
0x3c 011000000000|1011101|10011110110100|010 0x600BB3DA2
0x3d 010111111010|1011101|10101110000110|001 0x5FABB5C31
0x3e 010111110011|1011101|10111010000110|110 0x5F3BB7436
0x3f 010111110000|1011101|10101110000000|011 0x5F0BB5C03
0x40 010111101011|1011101|10101000110111|110 0x5EBBB51BE
0x41 010111100001|1011101|10110010100010|100 0x5E1BB6514
0x42 010111011100|1011101|10101100111010|110 0x5DCBB59D6
0x43 010111011101|1011101|10011111010001|110 0x5DDBB3E8E
0x44 010111011010|1011101|10111011110111|011 0x5DABB77BB
0x45 010111001001|1011101|10110101010000|100 0x5C9BB6A84
0x46 010110101010|1011101|10100001001111|001 0x5AABB4279
0x47 010110000111|1011101|10100011001111|010 0x587BB467A
0x48 011001100011|0010010|10100110011011|010 0x663254CDA
0x49 011000111110|0010010|10111000000001|101 0x63E25700D
0x4a 011000000101|0010010|10110010101101|100 0x60525656C
0x4b 011000000000|0010010|10111111111111|001 0x600257FF9
0x4c 011100000111|1101111|10001100011010|100 0x707DF18D4
0x4d 011100010110|1011101|10111001010011|011 0x716BB729B
0x4e 011011000101|1011101|10111011001111|011 0x6C5BB767B
0x4f 011100010011|0010010|10001100110011|101 0x71325199D
0x50 011101101001|0100100|10100011011100|101 0x7694946E5
0x51 011100001110|0100100|10110101011111|101 0x70E496AFD
BX = 010 Event : 3
0x00 0000001|1011010|10010001101100|0110|1000 0x036A46C68
0x01 0000001|1011010|10000001000110|1111|0001 0x036A046F1
0x02 0000000|1011010|10010110111010|0111|0000 0x016A5BA70
0x03 0000000|1011010|10010110011111|0111|1011 0x016A59F7B
0x04 0000001|1110000|10101101101111|0100|0011 0x03C2B6F43
0x05 0000000|1110000|10010110101101|1011|1010 0x01C25ADBA
0x06 0000000|1110000|10100000110010|1111|1010 0x01C2832FA
0x07 0000000|1110000|10100100000110|0000|1000 0x01C290608
0x08 0000000|1110000|10110010000101|0110|0010 0x01C2C8562
0x09 0000000|1011010|10110100111010|1011|0000 0x016AD3AB0
0x0a 0000010|0100101|10001010001101|0111|1011 0x049628D7B
0x0b 0000010|0001111|10001110101110|1100|0010 0x043E3AEC2
0x0c 0000010|0001111|10001010110000|1010|1011 0x043E2B0AB
0x0d 0000010|0100101|10110010011111|0000|0000 0x0496C9F00
0x0e 0000101|1110000|10101000110011|0111|1001 0x0BC2A3379
0x0f 0000101|1110000|10101001011000|0111|1000 0x0BC2A5878
0x10 0000100|1110000|10100101101111|0100|1001 0x09C296F49
0x11 0000101|1011010|10101001110000|1001|0000 0x0B6AA7090
0x12 0000111|0001111|10011110011001|0111|0011 0x0E3E79973
0x13 0000111|0100101|10110010101001|0101|0010 0x0E96CA952
0x14 0001001|1011010|10001000001000|0011|0000 0x136A20830
0x15 010101001111|1011100|10001011101000|001 0x54FB91741
0x16 011000011100|0010001|10111101010011|000 0x61C237A98
0x17 010110101011|0010001|10010000110001|000 0x5AB232188
0x18 011001000011|1101110|10010000101011|001 0x643DD2159
0x19 011000011110|1101110|10000000100000|101 0x61EDD0105
0x1a 011001011110|1011100|10111100111011|001 0x65EB979D9
0x1b 011000111110|1011100|10010000011100|010 0x63EB920E2
0x1c 011000011101|1011100|10100100111010|001 0x61DB949D1
0x1d 011101000000|0100011|10000110000000|000 0x740470C00
0x1e 011100100110|0100011|10100011011100|100 0x7264746E4
0x1f 011010111011|0100011|10001110110110|101 0x6BB471DB5
0x20 011101011101|1011100|10000101000110|011 0x75DB90A33
0x21 011110010111|1101110|10111100010011|110 0x797DD789E
0x22 011101110110|1101110|10101100100111|110 0x776DD593E
0x23 100001010101|0100011|10110001000010|000 0x855476210
0x24 011111000000|0100011|10111010111111|000 0x7C04775F8
0x25 0000001|0100110|10010101100100|1010|0001 0x029A564A1
0x26 0000001|0100110|10011100011100|1101|0010 0x029A71CD2
0x27 0000000|0100110|10010010000111|1001|0011 0x009A48793
0x28 0000000|0100110|10101100010101|0011|0011 0x009AB1533
0x29 0000000|0010000|10110110100100|1011|1000 0x0042DA4B8
0x2a 0000011|1011011|10011001100011|0001|0100 0x076E66314
0x2b 0000011|1011011|10011000000001|0000|1010 0x076E6010A
0x2c 0000011|1011011|10001101010110|1011|1011 0x076E356BB
0x2d 0000011|1011011|10001101010000|1011|1000 0x076E350B8
0x2e 0000010|1110001|10100100110011|1001|1011 0x05C69339B
0x2f 0000010|1110001|10101111110011|1110|0100 0x05C6BF3E4
0x30 0000010|1110001|10111001100010|0010|1001 0x05C6E6229
0x31 0000010|1110001|10111001100110|0010|0000 0x05C6E6620
0x32 0000101|0100110|10011100100010|0000|1001 0x0A9A72209
0x33 0000111|1110001|10000000000101|0010|0100 0x0FC600524
0x34 0000111|1011011|10001000100010|1001|0011 0x0F6E22293
0x35 0000111|1110001|10101011001001|0000|1011 0x0FC6AC90B
0x36 0000111|1110001|10110101110101|0111|0000 0x0FC6D7570
0x37 0000110|1110001|10100000111001|1010|0000 0x0DC6839A0
0x38 0000110|1110001|10100111111110|1111|0011 0x0DC69FEF3
0x39 0001000|0010000|10001000001010|0011|0000 0x104220A30
0x3a 010101000001|0010010|10100010111010|000 0x5412545D0
0x3b 011000011010|1101111|10010000110010|010 0x61ADF2192
