BX = 000 Event : 1
0x00 0000001|0010010 0x0092
0x01 0100101|0111111 0x12BF
BX = 001 Event : 2
0x00 0001101|0101010 0x06AA
0x01 0011011|0010010 0x0D92
BX = 010 Event : 3
BX = 011 Event : 4
0x00 0000010|0010000 0x0110
0x01 0001010|0011001 0x0519
0x02 0001011|0011001 0x0599
0x03 0001100|0011001 0x0619
0x04 0011001|0000101 0x0C85
0x05 0011001|0000110 0x0C86
0x06 0011001|0001001 0x0C89
BX = 100 Event : 5
BX = 101 Event : 6
0x00 0011101|0111110 0x0EBE
0x01 0110111|1010001 0x1BD1
BX = 110 Event : 7
0x00 0010001|1000110 0x08C6
BX = 111 Event : 8
0x00 0000100|0011011 0x021B
0x01 0000100|0011100 0x021C
0x02 0011100|0010000 0x0E10
BX = 000 Event : 9
BX = 001 Event : 10
0x00 0001111|0001110 0x078E
0x01 0001111|0010001 0x0791
0x02 0010100|0011000 0x0A18
0x03 0010100|0011100 0x0A1C
0x04 0010100|0011111 0x0A1F
BX = 010 Event : 11
0x00 0010111|0000011 0x0B83
0x01 0100111|0100010 0x13A2
BX = 011 Event : 12
BX = 100 Event : 13
BX = 101 Event : 14
0x00 0001111|0100111 0x07A7
0x01 0100010|0000001 0x1101
0x02 0100010|0000010 0x1102
0x03 0100010|0000100 0x1104
BX = 110 Event : 15
BX = 111 Event : 16
BX = 000 Event : 17
BX = 001 Event : 18
BX = 010 Event : 19
0x00 0010000|0010000 0x0810
BX = 011 Event : 20
0x00 0001010|0010111 0x0517
0x01 0001010|0011101 0x051D
0x02 0001011|0011101 0x059D
0x03 0010011|0100111 0x09A7
BX = 100 Event : 21
BX = 101 Event : 22
0x00 0000011|0101111 0x01AF
0x01 0000101|0101111 0x02AF
BX = 110 Event : 23
0x00 0100001|0010010 0x1092
BX = 111 Event : 24
BX = 000 Event : 25
0x00 0000110|0101010 0x032A
0x01 0010000|0001000 0x0808
0x02 0010000|0001010 0x080A
0x03 0010001|0001000 0x0888
0x04 0010001|0001010 0x088A
0x05 0010001|0001101 0x088D
BX = 001 Event : 26
0x00 0001101|0011111 0x069F
0x01 0001101|0100000 0x06A0
BX = 010 Event : 27
BX = 011 Event : 28
BX = 100 Event : 29
0x00 0010010|0001000 0x0908
BX = 101 Event : 30
0x00 0100011|0111010 0x11BA
0x01 0100011|0111101 0x11BD
0x02 0101000|1000110 0x1446
0x03 0101000|1000111 0x1447
BX = 110 Event : 31
0x00 0001011|0000001 0x0581
0x01 0011111|0111011 0x0FBB
BX = 111 Event : 32
0x00 0010000|0000001 0x0801
0x01 0010000|0000101 0x0805
0x02 0010000|0000110 0x0806
0x03 0010010|0001011 0x090B
0x04 0101110|0000001 0x1701
0x05 0101110|0000101 0x1705
0x06 0101110|0000110 0x1706
BX = 000 Event : 33
0x00 0001111|1000110 0x07C6
0x01 0010110|0010100 0x0B14
0x02 0010111|0010100 0x0B94
BX = 001 Event : 34
0x00 0011111|0010111 0x0F97
0x01 0011111|0100111 0x0FA7
0x02 0011111|0100011 0x0FA3
0x03 0100000|0010111 0x1017
0x04 0100000|0100111 0x1027
0x05 0100000|0100011 0x1023
BX = 010 Event : 35
0x00 0010000|0101000 0x0828
0x01 0010000|0101001 0x0829
0x02 0010001|0101000 0x08A8
0x03 0010001|0101001 0x08A9
0x04 0101100|0111101 0x163D
0x05 0101101|0111101 0x16BD
0x06 0101101|1000101 0x16C5
0x07 0101111|1000101 0x17C5
0x08 0110000|1000101 0x1845
0x09 0110001|1000101 0x18C5
BX = 011 Event : 36
0x00 0001010|0100011 0x0523
BX = 100 Event : 37
0x00 0000000|0100001 0x0021
0x01 0000000|0100010 0x0022
0x02 0000000|0100011 0x0023
0x03 1001110|1101100 0x276C
BX = 101 Event : 38
0x00 0010111|0001000 0x0B88
0x01 0011100|0001000 0x0E08
0x02 0011100|0001001 0x0E09
BX = 110 Event : 39
BX = 111 Event : 40
BX = 000 Event : 41
0x00 0011011|0010011 0x0D93
0x01 0011011|0010110 0x0D96
BX = 001 Event : 42
0x00 0001110|0110001 0x0731
0x01 0011100|0000111 0x0E07
0x02 0011100|0001000 0x0E08
0x03 0011111|0010010 0x0F92
0x04 0011111|0010100 0x0F94
0x05 0100000|0010010 0x1012
0x06 0100000|0010100 0x1014
0x07 0100001|0010010 0x1092
0x08 0100010|0010010 0x1112
0x09 0100010|0010100 0x1114
0x0a 0100011|0010010 0x1192
0x0b 0100100|0010010 0x1212
0x0c 0100100|0010100 0x1214
0x0d 0100100|0100000 0x1220
BX = 010 Event : 43
0x00 0100010|0001010 0x110A
0x01 0100010|0001011 0x110B
0x02 0100010|0001110 0x110E
0x03 0100100|0001010 0x120A
0x04 0100100|0001011 0x120B
0x05 0100100|0001110 0x120E
BX = 011 Event : 44
BX = 100 Event : 45
0x00 0000000|0010000 0x0010
0x01 0000000|0010001 0x0011
0x02 0001111|0001100 0x078C
0x03 0010001|0001100 0x088C
0x04 0010001|0001110 0x088E
0x05 0010001|0010000 0x0890
0x06 0010001|0010001 0x0891
BX = 101 Event : 46
0x00 0001101|0101111 0x06AF
0x01 0001101|0110100 0x06B4
0x02 0001110|0110100 0x0734
0x03 0101110|1001111 0x174F
BX = 110 Event : 47
0x00 0000111|0101110 0x03AE
0x01 0001000|0101110 0x042E
0x02 0001010|0101110 0x052E
0x03 0100101|1000101 0x12C5
0x04 0100111|1000101 0x13C5
BX = 111 Event : 48
BX = 000 Event : 49
0x00 0001110|0101111 0x072F
0x01 0010001|0101111 0x08AF
0x02 0010011|0101111 0x09AF
0x03 0011101|0000000 0x0E80
0x04 0011101|0000001 0x0E81
0x05 0011101|0000111 0x0E87
0x06 0011101|1011000 0x0ED8
0x07 0100011|0001011 0x118B
0x08 0100011|0010001 0x1191
0x09 1000100|0000000 0x2200
0x0a 1000100|0000001 0x2201
0x0b 1000100|0000111 0x2207
0x0c 1000100|1011000 0x2258
BX = 001 Event : 50
0x00 0011011|0001000 0x0D88
BX = 010 Event : 51
0x00 0011001|0110111 0x0CB7
0x01 0011010|0110111 0x0D37
0x02 0011010|0111100 0x0D3C
BX = 011 Event : 52
0x00 0010001|0110110 0x08B6
0x01 0010110|0000111 0x0B07
BX = 100 Event : 53
0x00 0001000|0100010 0x0422
0x01 0001101|0001011 0x068B
0x02 0001101|0001110 0x068E
0x03 0001101|0001111 0x068F
0x04 0010111|0111001 0x0BB9
0x05 0011000|0111001 0x0C39
BX = 101 Event : 54
0x00 0010101|0001000 0x0A88
0x01 0011010|0110000 0x0D30
0x02 0011100|0111001 0x0E39
0x03 0100110|1000011 0x1343
BX = 110 Event : 55
BX = 111 Event : 56
0x00 0001001|0011011 0x049B
0x01 0001100|0011011 0x061B
0x02 0011111|0000000 0x0F80
0x03 0100001|0000000 0x1080
0x04 0100001|0000010 0x1082
0x05 0100001|0000011 0x1083
0x06 0100001|0000100 0x1084
0x07 0100011|0000010 0x1182
0x08 0100011|0000011 0x1183
0x09 0100011|0000100 0x1184
0x0a 0100101|0000010 0x1282
0x0b 0100101|0000011 0x1283
0x0c 0100101|0000100 0x1284
BX = 000 Event : 57
0x00 0000010|0010001 0x0111
BX = 001 Event : 58
0x00 0100100|1000110 0x1246
0x01 0100101|1000001 0x12C1
0x02 0100101|1000110 0x12C6
BX = 010 Event : 59
0x00 0000000|0001111 0x000F
BX = 011 Event : 60
0x00 0001001|0011101 0x049D
0x01 0010101|1000110 0x0AC6
0x02 0010101|1001011 0x0ACB
0x03 0110001|1000110 0x18C6
BX = 100 Event : 61
0x00 0001010|0100111 0x0527
